문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
와 일단 이력서에 똥꼬충이라 적고 되고나서 탈똥해야겠다	0	0	1	0	0	0	0	0	0	0	0
퀴어로 사는 것까지 말리진 못해도 그걸 가지고 이래라 저래라 하지는 말자	0	0	0	0	0	0	0	0	0	1	0
노래 좃같아요	0	0	0	0	0	0	0	0	1	0	0
한손으론 강력한 민족주의 타령에 다른손으론 다문화타령이 말이 되냐 한국처럼 모순된 국가도 없을듯 이럴꺼면 북한 상대로 통일 타령 왜 하는지	0	0	0	1	0	0	0	0	0	0	0
좆선족 짱깨들 진짜 바퀴벌레 같다	0	0	0	1	0	0	0	0	0	0	0
급식충이 이 시점에서 일베를 킨다는 것 자체가 거의 지잡 예약임	0	0	0	0	1	0	0	1	0	0	0
짱깨산 헬멧 썼으면 착해졌을 것 같은데맨머가리라 살았을 것 같다 damn it	0	0	0	1	0	0	0	0	0	0	0
페미들은 정신병원에 처넣어야 이 나라가 바로섭니다 저게 할짓입니까 니들이 공산당이랑 다른게 뭐냐	1	0	0	0	0	0	0	0	0	0	0
전라도관상	0	0	0	0	0	1	0	0	0	0	0
양산쓰고싶은데 튀어서 못쓰니깐 소추래곤이 양산쓰고나와서 유명해지길바라더노	0	1	0	0	0	0	0	0	0	0	0
다시 청원글 등장함 20만 넘음	0	0	0	0	0	0	0	0	0	1	0
저 mc새끼가 존나 욕하는데	0	0	0	0	0	0	0	0	1	0	0
이공계 자댕이 자들거리는 소리 여기까지 들리노	0	1	0	0	0	0	0	0	0	0	0
존재감이 지 좆같노	0	0	0	0	0	0	0	0	1	0	0
링크 주소 알려주라 테러하러가게	0	0	0	0	0	0	0	0	1	0	0
프랑스 무슬림들도 시리아 난민들처럼 다 조선반도 들여왔으면 좋겠다이기	0	0	0	1	0	0	1	0	0	0	0
율법학자새끼 어린 애 성추행하는 수준 보소	0	0	0	0	0	0	0	0	1	0	0
다르게 말하면 걍 똥송과 서양의 차이다종교가 중요한게 아니야	0	0	0	1	0	0	0	0	0	0	0
다른 늙은 자집애들도 본받아야 하노	0	1	0	0	0	0	0	0	0	0	0
니 자막 앵나재밌노	0	0	0	0	0	0	0	0	0	1	0
얼굴좀보자	0	0	0	0	0	0	0	0	0	1	0
저 사장 분명 일베한다	0	0	0	0	0	0	0	0	1	0	0
코로나 위드시대에 영혼을 어루만지고 터치하는 영택트가 중요하다는 말씀 공감이 되고 이를 위해 기도하겠습니다	0	0	0	0	0	0	0	0	0	1	0
민주당은 영입해라	0	0	0	0	0	0	0	0	0	1	0
천주교는 성체 훼손했다고 지랄봇광하기 이전에떡도 안 쳤는데 예수 임신 했다고 수천년간 사기 친거에 대해서 사과해야 됨	0	0	0	0	0	0	1	0	0	0	0
이스탄불 건너자 말자 뒤져부렸노wwww 다리 하나 건너자 말자 뒤짐 Wwwww	0	0	0	0	0	0	0	0	1	0	0
한남유충이면 실험 불가임 이미 때리고있어서 말려야하거든 좆팔	0	1	0	0	0	0	0	0	0	0	0
지금도 미국 현기차 관련 용역회사들 중에 전라도출신 사장새끼들이 용역임금 제일 후려침 노인들 불체자 쥐어짠다	0	0	0	0	0	1	0	0	0	0	0
동감 상식적으로 납득안되는 처사지	0	0	0	0	0	0	0	0	0	1	0
성격도 우리 쏘옥 빼닮았고 역시 장하다 우리 딸래미들	0	0	0	0	0	0	0	0	0	1	0
문화충격이 아니라문화컬쳐다 씹선비야	0	0	0	0	0	0	0	0	1	0	0
전라도는 저것도 지역관례라 합법임	0	0	0	0	0	1	0	0	0	0	0
누구누구 사장님 일하러 안나왔냐고 물어보는거애서 씹소름	0	0	0	0	0	0	0	0	0	1	0
나두 총쏘구 싶당	0	0	0	0	0	0	0	0	0	1	0
저건 솔직히 부모도 카바못침	0	0	0	0	0	0	0	0	1	0	0
안사요 안사	0	0	0	0	0	0	0	0	0	1	0
한남국자 후장이 그렇게 인기라더라 3천원에 잘 팔고와라	0	1	0	0	0	0	0	0	0	0	0
인도가 한국인보다 똑똑하긴함괴학자도많고 체스도잘하고 인재수출국임	0	0	0	1	0	0	0	0	0	0	0
일분일초가급하다 어서시행해라이기야	0	0	0	0	0	0	0	0	0	1	0
정신병자 미친 스캇게이새끼들 개쌍욕쳐먹어도 모자랄판에	0	0	1	0	0	0	0	1	0	0	0
저렇게 한몫 잡을려는 년들은 염산테러가 답이다 얼굴 녹아 내리게 뿌리면 성형도 못하고 괴물로 평생을 마쳐야 한다징역은 가겠지만 6개월 본다	1	0	0	0	0	0	0	0	0	0	0
전라도 노인들이 올라와서 그럼	0	0	0	0	1	1	0	0	0	0	0
20년전 둘리 애니매이션이 리얼 커여움	0	0	0	0	0	0	0	0	0	1	0
내말 무시하지말고 똑짤라서 나온 절단면 보여주면 무조건 워념이란 말이노 다 집어치우고 자지절단면만 보여달란 말이노	0	1	0	0	0	0	0	0	0	0	0
저런 모습 보여주면 아부지 마음이 더 아프겠다	0	0	0	0	0	0	0	0	0	1	0
곰애미 쌔끈하냐	0	0	0	0	0	0	0	0	1	0	0
중궈 113마리 검출	0	0	0	1	0	0	0	0	0	0	1
페미를 표받을려고 지지하는 미친인간들은 있을지 몰라도 반대하는 건 그냥 지극히 정상적인 거지	1	0	0	0	0	0	0	0	0	0	0
트젠은 피해라도 안 주지 트페미는 절레절레	1	0	0	0	0	0	0	0	0	0	0
쌍도새끼 못 배워 처먹은 거 티내는 거 보니 냄새난다	0	0	0	0	0	1	0	0	0	0	0
무서우면 재기후장에 들가서 숨어라이기	0	0	0	0	0	0	0	0	1	0	0
제발 행동으로옮겨서 틀딱새끼들 면상에 빵꾸낫으면좋겟다 그	0	0	0	0	1	0	0	0	0	0	0
젠신병자들 성형정보 공유까펜가보노 잘왔다이기야노	0	0	1	0	0	0	0	1	0	0	0
베트남설리 젖이 너무 커서계속 가슴골 모자이크네 씨발교육방송 클라스	1	0	0	0	0	0	0	0	0	0	0
끝까지싸워서 꼭이겨라 맘충들은 아예싹을잘라야한다	1	0	0	0	0	0	0	0	0	0	0
항문성교하다귀두에콩나물걸려나오는거아니냐	0	0	1	0	0	0	0	0	0	0	0
와 그래프 앵나 좆같다	0	0	0	0	0	0	0	0	1	0	0
서울 특징 계집애같은거 좋아해서 게이짓까지함	0	0	1	0	0	1	0	0	0	0	0
애초에 한국여자란 몸섞는거자체가 위험하다이년들은 수틀리면 강간당했다함	1	0	0	0	0	0	0	0	0	0	0
댓글에 급식이 판을치노	0	0	0	0	1	0	0	0	0	0	0
정말 속상하네요 아이들을 보호해야할 학교가 인권으로 포장한 성정체성 혼란 가중시키는 교육이라니요 정상과 비정상의 개념부터 무너뜨리는 악행입니다 대체 왜	0	0	1	0	0	0	0	0	0	0	0
이런짤 어디서 찾는거노	0	0	0	0	0	0	0	0	0	1	0
개슬람새끼들 수염 존나더럽게기르네	0	0	0	0	0	0	1	0	0	0	0
개좆팔새끼들 알바만 봐도 군대갔다온 냄져 우선순위라고 써놓은곳 개많음 좆팔 인생편하게 산다	0	1	0	0	0	0	0	0	0	0	0
깔깔 한남들 도태각 뾰좆하다이니	0	1	0	0	0	0	0	0	0	0	0
여자는 원래 철이 안드는거노 껄레껄레	1	0	0	0	0	0	0	0	0	0	0
후장충들은 다필요없고러시아식 물리치료가 시급하다	0	0	1	0	0	0	0	0	0	0	0
오로지 피싸개와 빨갱이 새끼들만을 위한 나라 둘다 빨갛다는 공통점이 있네	0	0	0	0	0	0	0	1	0	0	0
맨날 좌음으로 온다이기	0	0	0	0	0	0	0	0	0	1	0
저사람 사짜잖여	0	0	0	0	0	0	0	0	1	0	0
앞으로 보지년들 주둥이에서 차별소리 나오면 믿거해야겠음	1	0	0	0	0	0	0	0	0	0	0
탈북자들 유튭에서 난리했던 중국인들도 방법 해주면 인정함	0	0	0	0	0	0	0	0	0	1	0
멧돼지언냐들 더먹겠다는데 왜들그러냐진짜 팍팍퍼줘라	1	0	0	0	0	0	0	0	0	0	0
동성애는 미친섹스발광자들이지 더러운 동성에놈들 모조리정신병원에 격리시켜라	0	0	1	0	0	0	0	0	0	0	0
과장 아니고 실제로 레알로 개좆이 김치좃보다 더 크노 이기	0	1	0	0	0	0	0	0	0	0	0
철수야 호남서 90퍼먹고준표형님 10퍼만 주라그럼 준표형 당선인데	0	0	0	0	0	0	0	0	0	1	0
핵터뜨려서다죽자	0	0	0	0	0	0	0	0	1	0	0
조선족 구분할 거 없이짱깨를 혐오하는 이유는 인간이기 때문	0	0	0	1	0	0	0	0	0	0	0
삼일한 시전해야된다	0	0	0	0	0	0	0	0	1	0	0
맘충은 인류를 위해서 패죽이는게 정답이다	1	0	0	0	0	0	0	0	0	0	0
그림 멋지네 화아팅해라 이기야	0	0	0	0	0	0	0	0	0	1	0
주작이라도 존나 심폐소생술 한거 우리 할머니 돌아가실 때 생각나서 울 뻔했다난 일베 줬음	0	0	0	0	0	0	0	0	0	1	0
반일감정 일어나면일본인들은 조용히 숨죽이는데짱깨들은 반중감정 일어나면칼 꽂을 인간들임그래서 짱깨는 상종 못함	0	0	0	1	0	0	0	0	0	0	0
수에즈운하네	0	0	0	0	0	0	0	0	0	1	0
일게이들아 탈코르셋 운동 지지해라 여자의 탈코운동은 자살행위나 마찬가지다	1	0	0	0	0	0	0	0	0	0	0
저건물 지은게 빈라덴네라메	0	0	0	0	0	0	0	0	0	1	0
앞똥들은 놈딱 연약하노 한녀로 후려침당하면서 왠만한 말에는 아무렇지도 않노이기	0	1	0	0	0	0	0	0	0	0	0
저 시간에 전라도애들은 죽창으로 미군 찌르는 훈련을 하고 있겠지	0	0	0	0	0	1	0	0	0	0	0
336 말처럼 CCTV 사각지대 도서관 발 찾아서 베스트셀러	0	0	0	0	0	0	0	0	0	1	0
조선족도 싫고 탈북자도 싫다	0	0	0	1	0	0	0	0	0	0	0
소지품도 미니멀 이하고	0	0	0	0	0	0	0	0	0	1	0
저렇게 음식들 열어두면 먼지들 졸라 쌓일듯	0	0	0	0	0	0	0	0	1	0	0
씨발년 안그래도 저년 때문에 국내 짱깨랑 똥남아 유입 숫자 역대급으로 찍었는데 이제 개슬람새끼들도 모셔오려고 혈안이 되었음 천히의 매국노 보소 꼴페미년 씨발년	1	0	0	1	0	0	0	0	0	0	0
이분 빵셔틀	0	0	0	0	0	0	0	0	1	0	0
개독교새끼들은 정신병자이고 위선자에다가 악마이다 이럼 또 죄짓는다고 지옥드립 정신병자처럼 치겠지 병신들이 사실상 정신병동에 갖쳐야 할새끼들 풀어주니까 지랄하는거임	0	0	0	0	0	0	1	1	0	0	0
창놈 후전깨하고싶노 유충꺼내고 멕여야긋노	0	1	0	0	0	0	0	0	0	0	0
차별을 해선 안되지만 차별을 안해선  안되는 차별도있다 아주 잘 한  일이다 속이 시원하다	0	0	0	0	0	0	0	0	0	1	0
조선족들이 전라도 사칭해서 더 국민분열시키는거도 있음물론 전라도새끼들이나 조선족바퀴벌레들이나 개찐또찐	0	0	0	1	0	1	0	0	0	0	0
정말 악질들이다 출근하는 직장인들은 무슨 죄냐 저것들은 모조리 잘라야한다 저것들 조건대로 합의해줬다가 다음번에도 똑같이 저짓거리한다 이참에 톨게이트 무인화시키고 톨게이트 통과비용을 차주에게 입금 문자나 보내라 안보내면 지금처럼 통상 10배 부과한다고 알려주고	0	0	0	0	0	0	0	0	1	0	0
한글말부터 배우고 온나	0	0	0	0	0	0	0	0	1	0	0
전라도 아이피 지하철 무료탑승 가능한 나이들 김치녀 이 세 종류도 차단하면 클린한 애국보수유머사이트가 됨	1	0	0	0	1	1	0	0	0	0	0
형들한테 뒤처지는거 때문에 열등감이 심해보였는데 감옥으로 앞서가겠네요	0	0	0	0	0	0	0	0	0	1	0
솔직히 후원하고 싶다	0	0	0	0	0	0	0	0	0	1	0
그렇게라도 지들이 여자를 정복했다는 지들 소추같은 정신승리때문 아니겠노	0	1	0	0	0	0	0	0	0	0	0
개슬람 씹새끼들 공영방송에서 이미지세탁 해주네온건한 무슬림은 없다	0	0	0	0	0	0	1	0	0	0	0
늙응남자는 조용히 해라	0	1	0	0	1	0	0	0	0	0	0
게이 트젠보면 가스실에 전부 다 쳐넣고 살처분하고싶음	0	0	1	0	0	0	0	0	0	0	0
한심한 새끼들	0	0	0	0	0	0	0	0	1	0	0
개꿀빨던거 평등해시는거지	0	0	0	0	0	0	0	0	0	1	0
베충이들이 워마드와 결혼해서 311시전하며 산업화 해줘라	1	0	0	0	0	0	0	0	0	0	0
시발 관리가 힘들었어도 애초부터 개독믿는게 죄지	0	0	0	0	0	0	1	0	0	0	0
한남이 다 똥꼬지	0	1	0	0	0	0	0	0	0	0	0
아예 팔죠 돈받고	0	0	0	0	0	0	0	0	0	1	0
뭔씨발 종교가 다되었네	0	0	0	0	0	0	0	0	1	0	0
씨발 전라도	0	0	0	0	0	1	0	0	0	0	0
댓 글 부 대	0	0	0	0	0	0	0	0	0	1	0
와 좆팔 짐승새끼도 안저런다	0	0	0	0	0	0	0	0	1	0	0
그거다 짱깨돈처먹은 벌레새끼들이 선동질	0	0	0	1	0	0	0	0	0	0	0
보지년들 개꼬심 살림 그거 뭐힘들다고 징징이노	1	0	0	0	0	0	0	0	0	0	0
진짜 요즘 애새키들 겁도 없네	0	0	0	0	0	0	0	0	1	0	0
성폭행 직업군 1위 목사	0	0	0	0	0	0	1	0	0	0	0
일단 방법이 글러먹긴했는데 나같아도 눈은 돌아갈듯	0	0	0	0	0	0	0	0	0	1	0
한남충 묻으면 좆되는건 진리노	0	1	0	0	0	0	0	0	0	0	0
한남은 어쩔수가 없노 남페미는 무슨 그저 씨부랄놈이노 깔깔깔	0	1	0	0	0	0	0	0	0	0	0
이상하다고 생각은 했다 대체 어떤 보지년이 사이트를 수년간 운영할만큼 돈을 벌어둔걸까 하고 당연히 불가능이지남혐도 남자 도움 없이는 불가능한년들	1	0	0	0	0	0	0	0	0	0	0
틀딱들이 짱깨들보다 더 해로운 벌레들임	0	0	0	1	1	0	0	0	0	0	0
부산에서 이야기 이미 돌고 있었다여자 버릇 원래 안좋다고	0	0	0	0	0	0	0	0	1	0	0
뿌리는 사람이나 벌리는 사람이나 지정신아님	0	0	0	0	0	0	0	0	0	1	0
코로나 위기속에서도 이웃을 섬기고 배려하는 한국교회가 되길 기도합니다	0	0	0	0	0	0	0	0	0	1	0
시바끄 통궈새끼들 화끈하노	0	0	0	0	0	1	0	0	0	0	0
영적지도자로써 선한영향력과 리더쉽으로 한국교회가 부흥되길 기도합니다	0	0	0	0	0	0	0	0	0	1	0
애휴 시발 급식충새끼들 빨리 학교갔음좋겟다 앰생이 지잡대갈새끼들아	0	0	0	0	1	0	0	1	0	0	0
자랑거리가 징기스칸밖에없는데 짱깨새끼들이 저러면 열받지	0	0	0	1	0	0	0	0	0	0	0
동포는 시발 축구 한중전에 중국 응원하는 새끼들이	0	0	0	1	0	0	0	0	0	0	0
노빠꾸 상남자노	0	0	0	0	0	0	0	0	0	1	0
이런말이 있지해외에선 한국인만 조심하고 피해다니면 된다고진짜 한국인은 동족멸시를 좋아해서같은 한국인 등쳐먹을려고 삼	0	0	0	1	0	0	0	0	0	0	0
홍범도 요새 안보이네 내가 블라한적 없던거 같은데	0	0	0	0	0	0	0	0	0	1	0
개슬람 새끼들 왜 자꾸 외국으로 나오는거냐	0	0	0	0	0	0	1	0	0	0	0
네다음40대틀딱	0	0	0	0	1	0	0	0	0	0	0
개슬람새끼들 전형적인 약한놈한테 강하고 강한놈한테는 후장에 기름칠까지하고 벌려줄새끼들임	0	0	0	0	0	0	1	0	0	0	0
실장 스페셜 주세요	0	0	0	0	0	0	0	0	0	1	0
개슬람새끼들은 전라도같은 성향을 가지고있어 남의땅 남의나라에와서 그곳을 황폐화시킨다	0	0	0	0	0	1	1	0	0	0	0
이것만봐도 냄져들이 입장 바뀌었으면 지들 고추못보게 몰카 어떻게든 전멸시켰을거라고 생각하니 기분 한남좆같네	0	1	0	0	0	0	0	0	0	0	0
다좆까 어제여자친구생김하하하하하하하하하하하	0	0	0	0	0	0	0	0	1	0	0
솔직히 맞는말이잖아 대놓고는 말못하지만	0	0	0	0	0	0	0	0	0	1	0
농심김기춘백산수	0	0	0	0	0	0	0	0	0	1	0
쌍도롬들 내한테 부랄빵 6969번 쳐맞아야 정신차리제	0	0	0	0	0	1	0	0	0	0	0
흉자 고민 들어줘 봤자 결국 그 에너지로 자댕이들 옴옴하노	1	0	0	0	0	0	0	0	0	0	0
인종 이념 종교가 뒤죽박죽 전 유럽이 만신창이 되어간다 곧 세기말 이 도래한다	0	0	0	1	0	0	0	0	0	0	0
마 인과응보 아니겠습니꺼	0	0	0	0	0	0	0	0	0	1	0
좆라도에선 흔한 일이라서	0	0	0	0	0	1	0	0	0	0	0
아니 근데 막상 시키면 왜이런거 시키냐고 그러고 농땡이부리면서 안하던데	0	0	0	0	0	0	0	0	1	0	0
인호 말 개잘하노	0	0	0	0	0	0	0	0	0	1	0
비혼력 높이고 싶은련들 가면 되겠노 망혼이 얼마나 한남좆물같은지 증명해주는 산 증인들이노	1	1	0	0	0	0	0	0	0	0	0
적극적으로 패자는 소리지 웜에서 자칭 남괴미 적극적으로 조롱하고 희롱라자는 얘기노 관잦몰이하노	0	0	0	0	0	0	0	0	1	0	0
인천 부천 전라도 셋 중 하나일 듯 어디냐 지역	0	0	0	0	0	1	0	0	0	0	0
론다로우지 쌘척하다가 질질 짠거보면 답나옴	0	0	0	0	0	0	0	0	0	1	0
출신대학은 상관없어 홍어인지 아닌지만 중요하지	0	0	0	0	0	1	0	0	0	0	0
교육청 성소수자 학생 치료해야	0	0	1	0	0	0	0	0	0	0	0
사회에 아무 도움 안되는 없어도 그만인 벌레새끼들임	0	0	0	0	0	0	0	0	1	0	0
원출처가 티스토리라 좀글트만 근데 걱정마라 처제 강간에서 확률이 비약적으로 상승 경기도 화성 충청도의 이동루트 이름등 모든정보를 취합해두공대 슈퍼컴퓨터로 빅데이터 돌려본결과95프로의 확률로 전라도태생 결과가 나왔다	0	0	0	0	0	1	0	0	0	0	0
시바 빨갱이새끼들 북한으로 보내서 공부를 시켜야지 왜 니들의 주적인 미국가서 공부를시키냐 이개씨발빨갱이새키들아 돌로 뚝배기를 다쳐죽여버려야해 버러지같은 개시발 빨갱이새끼들 아호빡쳐	0	0	0	1	0	0	0	0	0	0	0
구형 7년 받겠네	0	0	0	0	0	0	0	0	0	1	0
무식하니 종교를믿지	0	0	0	0	0	0	1	0	0	0	0
저런거 보면 일베충 박멸도 답일 수도	0	0	0	0	0	0	0	1	0	0	0
꼴페미는 정신병입니다 남성혐오 여성우월주의 사이비사상입니다	1	0	0	0	0	0	0	0	0	0	0
생활으 일부인지라	0	0	0	0	0	0	0	0	0	1	0
개븅신새끼네저거 후장에뎀프시롤꼽고싶다	0	0	0	0	0	0	0	0	1	0	0
그렇게 돈 부웠는데 대단한 보지년하나도 못만들었다니 놀랍다 저돈이면 위인만들고도 남겠다	1	0	0	0	0	0	0	0	0	0	0
자연의 섭리를 따르는것이 최선이다	0	0	0	0	0	0	0	0	0	1	0
갈아버리고 싶노	0	0	0	0	0	0	0	0	1	0	0
시발 불도저로 모아놓고 밀어버려야되	0	0	0	0	0	0	0	0	1	0	0
컴공과 새내기가 만들어도 쟤보단 잘만들듯 엠창 케릭터 디자인꼬라지만봐도 노잼삘	0	0	0	0	0	0	0	0	1	0	0
그냥 멍청한 30 40대를 거르면됨	0	0	0	0	1	0	0	0	0	0	0
크씨발 사이다병신 급식충이며 홍어새끼며 진짜 틀딱이며씨발 틀무새홍무새 병림픽 보면서 암걸렸는데개사이다네	0	0	0	0	1	1	0	0	0	0	0
싫은 것도 공존하는거지	0	0	0	0	0	0	0	0	0	1	0
돈도 벌고 해외여행도 텔레포트로 하고 얼마나 좋노 이기	0	0	0	0	0	0	0	0	0	1	0
페미니즘은 정신병인데 또 개헛소리하네	1	0	0	0	0	0	0	0	0	0	0
이그 솔직히나는1월부터줄곧마스크쓰고다녔다증세없어도마스크를써야지자기가감염원이될지 어찌아냐 안정불감증 지금도돌아다니면마스크안쓴이기적인사람들있다	0	0	0	0	0	0	0	0	1	0	0
이런 뉴스만 언론 졸라 안타네	0	0	0	0	0	0	0	0	0	1	0
알긴하는데 앵간한 사람눈깔로 좆도안보임	0	0	0	0	0	0	0	0	1	0	0
범어동 두산위브더제니스에도 이슬람 졸라 많이삼	0	0	0	1	0	0	0	0	0	0	0
보슬아치꼴페미공화국 문재보앙민국	1	0	0	0	0	0	0	0	0	0	0
성 소수자는 정신병이다	0	0	1	0	0	0	0	0	0	0	0
껄떡대기는	0	0	0	0	0	0	0	0	0	1	0
본인이 신변의 위협을 느껴서 일부러 공개한거라고 합니다	0	0	0	0	0	0	0	0	0	1	0
주변에 자리 텅텅 비었구만지 주차장도 아니면서 까칠하네	0	0	0	0	0	0	0	0	0	1	0
강간 당하는 여자도 안에 싸는 새끼한테는 지랄 안해도머리카락에 좆물 튀면 개지랄함	1	0	0	0	0	0	0	0	0	0	0
으휴 30 40대가 꼴통달창세대여서 그런지 애들관리도 개판이구나	0	0	0	0	1	0	0	0	0	0	0
나름지도층이라는사람들이 이렇게 위기의식이 없나 하나님이 좋아하겠수	0	0	0	0	0	0	0	0	1	0	0
명성교회본당및 지교회등 불태워없애야 합니다	0	0	0	0	0	0	1	0	0	0	0
북괴는 경제적으로는 친중 감정적으로는 반중임김정일도 뒤질때 떼놈조심하라고 주의줬다잖냐	0	0	0	1	0	0	0	0	0	0	0
살인죄로처벌하라	0	0	0	0	0	0	0	0	1	0	0
작년에만 난민 110만 받은 독일도 완전 좆됐고2030년대에는 유럽 여행 가서 모스크랑 히잡 쓴 여자들 실컷 보고 오겠네그때 되면 테러가 일상화돼서 유럽 여행 못 갈지도 모르니 지금 그나마 안전할 때 갔다와	0	0	0	1	0	0	0	0	0	0	0
조선족 새끼들 하나같이 촌스럽던데	0	0	0	1	0	0	0	0	0	0	0
우앙 발기쌍라도 새끼들 화개장터에 모여서 백병전해라	0	0	0	0	0	1	0	0	0	0	0
전래 좆창낫노 남기자 남경들 다몰살시키고싶노	0	1	0	0	0	0	0	0	0	0	0
생긴것만 봐도 왜 동성애 하는지 알겠다	0	0	1	0	0	0	0	0	0	0	0
테러민족 개슬람	0	0	0	1	0	0	0	0	0	0	0
김치녀는 아직도 금지 안먹던데 시팔	1	0	0	0	0	0	0	0	0	0	0
통과해봤자 대통령이 거부권행사할게 뻔함	0	0	0	0	0	0	0	0	0	1	0
무슬림쪽이 존나대물아니냐이혼녀들 아주그냥	0	0	0	1	0	0	0	0	0	0	0
남혐 아니라고 딸바보아빠들아 정신차려	0	0	0	0	0	0	0	0	0	1	0
사장 고소해서 한 몫 챙겨서 느그 나라로 돌아가	0	0	0	1	0	0	0	0	0	0	0
21세기 맞냐	0	0	0	0	0	0	0	0	0	1	0
한국에서 기독교를 거스를수있는 단체는 존재하지않음	0	0	0	0	0	0	1	0	0	0	0
일용직뽀이들 자들대는 소리 여기까지 들리노 깔깔	0	0	0	0	0	0	0	1	0	0	0
난무신론자지만 성서를읽어봤는데 소설은아니었다 그시대 가장이상적인인간성을 실현한 한분이계셨다고믿고있다 그이래로 그를팔아 밥벌이수단으로여기는종자들이 너무많다 밤하늘을보면무슨십자가가그리많은지 근데 세상돌아가는꼬라지를보면 위선적이라는얘기다	0	0	0	0	0	0	0	0	0	1	0
